,continent,country,year,age,suicides_no,population,gdp_per_capita ($),s_rate
8119,Africa,Mauritius,1989,55-74 years,13,98400,2349,13.21
8120,Africa,Mauritius,1989,75+ years,4,15400,2349,25.97
8121,Africa,Mauritius,1990,15-24 years,41,193900,2820,21.14
8122,Africa,Mauritius,1990,25-34 years,44,195200,2820,22.54
8123,Africa,Mauritius,1990,35-54 years,41,223400,2820,18.35
8124,Africa,Mauritius,1990,5-14 years,4,211800,2820,1.89
8125,Africa,Mauritius,1990,55-74 years,17,100500,2820,16.92
8126,Africa,Mauritius,1990,75+ years,0,16300,2820,0.0
8127,Africa,Mauritius,1991,15-24 years,30,189500,3045,15.83
8128,Africa,Mauritius,1991,25-34 years,48,197500,3045,24.3
8129,Africa,Mauritius,1991,35-54 years,36,227400,3045,15.83
8130,Africa,Mauritius,1991,5-14 years,3,204900,3045,1.46
8131,Africa,Mauritius,1991,55-74 years,17,101000,3045,16.83
8132,Africa,Mauritius,1991,75+ years,3,17800,3045,16.85
8133,Africa,Mauritius,1992,15-24 years,30,190000,3400,15.79
8134,Africa,Mauritius,1992,25-34 years,35,198200,3400,17.66
8135,Africa,Mauritius,1992,35-54 years,61,237300,3400,25.71
8136,Africa,Mauritius,1992,5-14 years,5,201700,3400,2.48
8137,Africa,Mauritius,1992,55-74 years,11,102700,3400,10.71
8138,Africa,Mauritius,1992,75+ years,4,18400,3400,21.74
8139,Africa,Mauritius,1993,15-24 years,29,191000,3405,15.18
8140,Africa,Mauritius,1993,25-34 years,46,199500,3405,23.06
8141,Africa,Mauritius,1993,35-54 years,41,246100,3405,16.66
8142,Africa,Mauritius,1993,5-14 years,4,198400,3405,2.02
8143,Africa,Mauritius,1993,55-74 years,16,104300,3405,15.34
8144,Africa,Mauritius,1993,75+ years,2,19000,3405,10.53
8145,Africa,Mauritius,1994,15-24 years,34,195600,3658,17.38
8146,Africa,Mauritius,1994,25-34 years,49,199700,3658,24.54
8147,Africa,Mauritius,1994,35-54 years,31,256500,3658,12.09
8148,Africa,Mauritius,1994,5-14 years,1,195800,3658,0.51
8149,Africa,Mauritius,1994,55-74 years,12,105800,3658,11.34
8150,Africa,Mauritius,1994,75+ years,2,19400,3658,10.31
8151,Africa,Mauritius,1995,15-24 years,27,198900,4115,13.57
8152,Africa,Mauritius,1995,25-34 years,38,197400,4115,19.25
8153,Africa,Mauritius,1995,35-54 years,57,265700,4115,21.45
8154,Africa,Mauritius,1995,5-14 years,3,192200,4115,1.56
8155,Africa,Mauritius,1995,55-74 years,19,107700,4115,17.64
8156,Africa,Mauritius,1995,75+ years,3,20000,4115,15.0
8157,Africa,Mauritius,1996,15-24 years,35,203000,4444,17.24
8158,Africa,Mauritius,1996,25-34 years,45,195600,4444,23.01
8159,Africa,Mauritius,1996,35-54 years,48,275900,4444,17.4
8160,Africa,Mauritius,1996,5-14 years,2,191100,4444,1.05
8161,Africa,Mauritius,1996,55-74 years,22,108700,4444,20.24
8162,Africa,Mauritius,1996,75+ years,1,20700,4444,4.83
8163,Africa,Mauritius,1997,15-24 years,27,206600,4139,13.07
8164,Africa,Mauritius,1997,25-34 years,31,194100,4139,15.97
8165,Africa,Mauritius,1997,35-54 years,46,287600,4139,15.99
8166,Africa,Mauritius,1997,5-14 years,2,192000,4139,1.04
8167,Africa,Mauritius,1997,55-74 years,14,109900,4139,12.74
8168,Africa,Mauritius,1997,75+ years,2,21500,4139,9.3
8169,Africa,Mauritius,1998,15-24 years,35,208800,4063,16.76
8170,Africa,Mauritius,1998,25-34 years,51,190400,4063,26.79
8171,Africa,Mauritius,1998,35-54 years,54,299500,4063,18.03
8172,Africa,Mauritius,1998,5-14 years,2,194400,4063,1.03
8173,Africa,Mauritius,1998,55-74 years,12,110800,4063,10.83
8174,Africa,Mauritius,1998,75+ years,1,22400,4063,4.46
8175,Africa,Mauritius,1999,15-24 years,31,208500,4117,14.87
8176,Africa,Mauritius,1999,25-34 years,58,190000,4117,30.53
8177,Africa,Mauritius,1999,35-54 years,74,310400,4117,23.84
8178,Africa,Mauritius,1999,5-14 years,1,196600,4117,0.51
8179,Africa,Mauritius,1999,55-74 years,7,113400,4117,6.17
8180,Africa,Mauritius,1999,75+ years,3,23500,4117,12.77
8181,Africa,Mauritius,2000,15-24 years,36,204910,4339,17.57
8182,Africa,Mauritius,2000,25-34 years,37,188111,4339,19.67
8183,Africa,Mauritius,2000,35-54 years,49,320126,4339,15.31
8184,Africa,Mauritius,2000,5-14 years,0,199116,4339,0.0
8185,Africa,Mauritius,2000,55-74 years,14,117566,4339,11.91
8186,Africa,Mauritius,2000,75+ years,1,26244,4339,3.81
8187,Africa,Mauritius,2001,15-24 years,21,203234,4244,10.33
8188,Africa,Mauritius,2001,25-34 years,26,186465,4244,13.94
8189,Africa,Mauritius,2001,35-54 years,46,331432,4244,13.88
8190,Africa,Mauritius,2001,5-14 years,2,200986,4244,1.0
8191,Africa,Mauritius,2001,55-74 years,16,119020,4244,13.44
8192,Africa,Mauritius,2001,75+ years,2,27810,4244,7.19
8193,Africa,Mauritius,2002,15-24 years,28,200075,4415,13.99
8194,Africa,Mauritius,2002,25-34 years,34,187538,4415,18.13
8195,Africa,Mauritius,2002,35-54 years,52,338845,4415,15.35
8196,Africa,Mauritius,2002,5-14 years,0,202340,4415,0.0
8197,Africa,Mauritius,2002,55-74 years,16,122155,4415,13.1
8198,Africa,Mauritius,2002,75+ years,1,28802,4415,3.47
8199,Africa,Mauritius,2003,15-24 years,14,196906,5136,7.11
8200,Africa,Mauritius,2003,25-34 years,25,190092,5136,13.15
8201,Africa,Mauritius,2003,35-54 years,32,346316,5136,9.24
8202,Africa,Mauritius,2003,5-14 years,1,202564,5136,0.49
8203,Africa,Mauritius,2003,55-74 years,15,126511,5136,11.86
8204,Africa,Mauritius,2003,75+ years,1,29845,5136,3.35
8205,Africa,Mauritius,2004,15-24 years,16,194241,5789,8.24
8206,Africa,Mauritius,2004,25-34 years,28,194477,5789,14.4
8207,Africa,Mauritius,2004,35-54 years,42,351113,5789,11.96
8208,Africa,Mauritius,2004,5-14 years,0,201523,5789,0.0
8209,Africa,Mauritius,2004,55-74 years,9,131285,5789,6.86
8210,Africa,Mauritius,2004,75+ years,2,30452,5789,6.57
8211,Africa,Mauritius,2005,15-24 years,14,191096,5641,7.33
8212,Africa,Mauritius,2005,25-34 years,23,198440,5641,11.59
8213,Africa,Mauritius,2005,35-54 years,46,355456,5641,12.94
8214,Africa,Mauritius,2005,5-14 years,1,199940,5641,0.5
8215,Africa,Mauritius,2005,55-74 years,16,137869,5641,11.61
8216,Africa,Mauritius,2005,75+ years,2,31141,5641,6.42
8217,Africa,Mauritius,2006,15-24 years,26,190670,6246,13.64
8218,Africa,Mauritius,2006,25-34 years,24,202730,6246,11.84
8219,Africa,Mauritius,2006,35-54 years,45,356471,6246,12.62
8220,Africa,Mauritius,2006,5-14 years,1,198035,6246,0.5
8221,Africa,Mauritius,2006,55-74 years,13,146325,6246,8.88
8222,Africa,Mauritius,2006,75+ years,9,31070,6246,28.97
8223,Africa,Mauritius,2007,15-24 years,27,191273,7179,14.12
8224,Africa,Mauritius,2007,25-34 years,37,205206,7179,18.03
8225,Africa,Mauritius,2007,35-54 years,47,358723,7179,13.1
8226,Africa,Mauritius,2007,5-14 years,1,194791,7179,0.51
8227,Africa,Mauritius,2007,55-74 years,11,153906,7179,7.15
8228,Africa,Mauritius,2007,75+ years,4,31334,7179,12.77
8229,Africa,Mauritius,2008,15-24 years,13,193773,8716,6.71
8230,Africa,Mauritius,2008,25-34 years,24,207327,8716,11.58
8231,Africa,Mauritius,2008,35-54 years,26,359075,8716,7.24
8232,Africa,Mauritius,2008,5-14 years,1,192043,8716,0.52
8233,Africa,Mauritius,2008,55-74 years,20,161943,8716,12.35
8234,Africa,Mauritius,2008,75+ years,0,32097,8716,0.0
8235,Africa,Mauritius,2009,15-24 years,23,197777,7873,11.63
8236,Africa,Mauritius,2009,25-34 years,25,197122,7873,12.68
8237,Africa,Mauritius,2009,35-54 years,49,358559,7873,13.67
8238,Africa,Mauritius,2009,5-14 years,4,195333,7873,2.05
8239,Africa,Mauritius,2009,55-74 years,12,176165,7873,6.81
8240,Africa,Mauritius,2009,75+ years,2,34595,7873,5.78
8241,Africa,Mauritius,2010,15-24 years,17,198370,8587,8.57
8242,Africa,Mauritius,2010,25-34 years,27,204159,8587,13.22
8243,Africa,Mauritius,2010,35-54 years,36,365964,8587,9.84
8244,Africa,Mauritius,2010,5-14 years,0,186913,8587,0.0
8245,Africa,Mauritius,2010,55-74 years,14,175548,8587,7.98
8246,Africa,Mauritius,2010,75+ years,4,33977,8587,11.77
8247,Africa,Mauritius,2011,15-24 years,23,200205,9817,11.49
8248,Africa,Mauritius,2011,25-34 years,33,202182,9817,16.32
8249,Africa,Mauritius,2011,35-54 years,44,367466,9817,11.97
8250,Africa,Mauritius,2011,5-14 years,1,184747,9817,0.54
8251,Africa,Mauritius,2011,55-74 years,14,183796,9817,7.62
8252,Africa,Mauritius,2011,75+ years,3,34956,9817,8.58
8253,Africa,Mauritius,2012,15-24 years,19,201561,9884,9.43
8254,Africa,Mauritius,2012,25-34 years,32,199037,9884,16.08
8255,Africa,Mauritius,2012,35-54 years,42,369958,9884,11.35
8256,Africa,Mauritius,2012,5-14 years,3,181646,9884,1.65
8257,Africa,Mauritius,2012,55-74 years,16,192332,9884,8.32
8258,Africa,Mauritius,2012,75+ years,3,36013,9884,8.33
8259,Africa,Mauritius,2013,15-24 years,25,190558,10572,13.12
8260,Africa,Mauritius,2013,25-34 years,20,181361,10572,11.03
8261,Africa,Mauritius,2013,35-54 years,36,354380,10572,10.16
8262,Africa,Mauritius,2013,5-14 years,2,178510,10572,1.12
8263,Africa,Mauritius,2013,55-74 years,13,203329,10572,6.39
8264,Africa,Mauritius,2013,75+ years,2,39252,10572,5.1
8265,Africa,Mauritius,2014,15-24 years,27,190563,11120,14.17
8266,Africa,Mauritius,2014,25-34 years,31,178434,11120,17.37
8267,Africa,Mauritius,2014,35-54 years,48,355658,11120,13.5
8268,Africa,Mauritius,2014,5-14 years,3,174794,11120,1.72
8269,Africa,Mauritius,2014,55-74 years,8,211912,11120,3.78
8270,Africa,Mauritius,2014,75+ years,3,40063,11120,7.49
8271,Africa,Mauritius,2015,15-24 years,21,190571,10125,11.02
8272,Africa,Mauritius,2015,25-34 years,26,174975,10125,14.86
8273,Africa,Mauritius,2015,35-54 years,42,357649,10125,11.74
8274,Africa,Mauritius,2015,5-14 years,0,170223,10125,0.0
8275,Africa,Mauritius,2015,55-74 years,13,220100,10125,5.91
8276,Africa,Mauritius,2015,75+ years,2,41330,10125,4.84
8277,Africa,Mauritius,2016,15-24 years,22,190373,10570,11.56
8278,Africa,Mauritius,2016,25-34 years,20,173448,10570,11.53
8279,Africa,Mauritius,2016,35-54 years,39,358054,10570,10.89
8280,Africa,Mauritius,2016,55-74 years,14,228505,10570,6.13
8281,Africa,Mauritius,2016,75+ years,3,42052,10570,7.13
8282,N. america,Mexico,1985,15-24 years,482,16631000,2730,2.9
8283,N. america,Mexico,1985,25-34 years,401,11340000,2730,3.54
8284,N. america,Mexico,1985,35-54 years,382,11936000,2730,3.2
8285,N. america,Mexico,1985,5-14 years,68,21683000,2730,0.31
8286,N. america,Mexico,1985,55-74 years,160,4981000,2730,3.21
8287,N. america,Mexico,1985,75+ years,51,995000,2730,5.13
8288,N. america,Mexico,1986,15-24 years,525,17014800,1873,3.09
8289,N. america,Mexico,1986,25-34 years,458,11601400,1873,3.95
8290,N. america,Mexico,1986,35-54 years,412,12211000,1873,3.37
8291,N. america,Mexico,1986,5-14 years,57,22181900,1873,0.26
8292,N. america,Mexico,1986,55-74 years,188,5095600,1873,3.69
8293,N. america,Mexico,1986,75+ years,74,1018800,1873,7.26
8294,N. america,Mexico,1987,15-24 years,518,17285000,2064,3.0
8295,N. america,Mexico,1987,25-34 years,446,11387000,2064,3.92
8296,N. america,Mexico,1987,35-54 years,446,12576000,2064,3.55
8297,N. america,Mexico,1987,5-14 years,52,20509000,2064,0.25
8298,N. america,Mexico,1987,55-74 years,181,5136000,2064,3.52
8299,N. america,Mexico,1987,75+ years,58,1055100,2064,5.5
8300,N. america,Mexico,1988,15-24 years,536,17871000,2630,3.0
8301,N. america,Mexico,1988,25-34 years,420,11831000,2630,3.55
8302,N. america,Mexico,1988,35-54 years,413,12969000,2630,3.18
8303,N. america,Mexico,1988,5-14 years,61,20539000,2630,0.3
8304,N. america,Mexico,1988,55-74 years,206,5355000,2630,3.85
8305,N. america,Mexico,1988,75+ years,67,1081000,2630,6.2
8306,N. america,Mexico,1989,15-24 years,568,18395000,3125,3.09
8307,N. america,Mexico,1989,25-34 years,433,12295000,3125,3.52
8308,N. america,Mexico,1989,35-54 years,483,13393000,3125,3.61
8309,N. america,Mexico,1989,5-14 years,54,20594000,3125,0.26
8310,N. america,Mexico,1989,55-74 years,239,5574000,3125,4.29
8311,N. america,Mexico,1989,75+ years,88,1108000,3125,7.94
8312,N. america,Mexico,1990,15-24 years,586,18828000,3595,3.11
8313,N. america,Mexico,1990,25-34 years,444,12773000,3595,3.48
8314,N. america,Mexico,1990,35-54 years,495,13857000,3595,3.57
8315,N. america,Mexico,1990,5-14 years,51,20697000,3595,0.25
8316,N. america,Mexico,1990,55-74 years,258,5782000,3595,4.46
8317,N. america,Mexico,1990,75+ years,92,1139900,3595,8.07
8318,N. america,Mexico,1991,15-24 years,673,19158000,4204,3.51
8319,N. america,Mexico,1991,25-34 years,502,13264000,4204,3.78
8320,N. america,Mexico,1991,35-54 years,515,14366000,4204,3.58
8321,N. america,Mexico,1991,5-14 years,64,20860000,4204,0.31
8322,N. america,Mexico,1991,55-74 years,268,5981000,4204,4.48
8323,N. america,Mexico,1991,75+ years,81,1167300,4204,6.94
8324,N. america,Mexico,1992,15-24 years,680,19178200,4830,3.55
8325,N. america,Mexico,1992,25-34 years,568,13002000,4830,4.37
8326,N. america,Mexico,1992,35-54 years,548,14713200,4830,3.72
8327,N. america,Mexico,1992,5-14 years,62,21056500,4830,0.29
8328,N. america,Mexico,1992,55-74 years,276,6056200,4830,4.56
8329,N. america,Mexico,1992,75+ years,103,1279700,4830,8.05
8330,N. america,Mexico,1993,15-24 years,708,19509900,6518,3.63
8331,N. america,Mexico,1993,25-34 years,552,13414100,6518,4.12
8332,N. america,Mexico,1993,35-54 years,629,15264400,6518,4.12
8333,N. america,Mexico,1993,5-14 years,65,21063500,6518,0.31
8334,N. america,Mexico,1993,55-74 years,287,6269200,6518,4.58
8335,N. america,Mexico,1993,75+ years,101,1305700,6518,7.74
8336,N. america,Mexico,1994,15-24 years,814,19768600,6735,4.12
8337,N. america,Mexico,1994,25-34 years,621,13859800,6735,4.48
8338,N. america,Mexico,1994,35-54 years,642,15829400,6735,4.06
8339,N. america,Mexico,1994,5-14 years,72,21090800,6735,0.34
8340,N. america,Mexico,1994,55-74 years,327,6487500,6735,5.04
8341,N. america,Mexico,1994,75+ years,112,1338000,6735,8.37
8342,N. america,Mexico,1995,15-24 years,953,19949000,4505,4.78
8343,N. america,Mexico,1995,25-34 years,727,14345800,4505,5.07
8344,N. america,Mexico,1995,35-54 years,669,16404000,4505,4.08
8345,N. america,Mexico,1995,5-14 years,77,21138000,4505,0.36
8346,N. america,Mexico,1995,55-74 years,332,6710300,4505,4.95
8347,N. america,Mexico,1995,75+ years,119,1380000,4505,8.62
8348,N. america,Mexico,1996,15-24 years,988,20863501,4904,4.74
8349,N. america,Mexico,1996,25-34 years,728,14889599,4904,4.89
8350,N. america,Mexico,1996,35-54 years,741,16844780,4904,4.4
8351,N. america,Mexico,1996,5-14 years,90,22330700,4904,0.4
8352,N. america,Mexico,1996,55-74 years,342,7236319,4904,4.73
8353,N. america,Mexico,1996,75+ years,119,1637395,4904,7.27
8354,N. america,Mexico,1997,15-24 years,1186,20859727,5864,5.69
8355,N. america,Mexico,1997,25-34 years,839,15492207,5864,5.42
8356,N. america,Mexico,1997,35-54 years,786,17392527,5864,4.52
8357,N. america,Mexico,1997,5-14 years,111,22455295,5864,0.49
8358,N. america,Mexico,1997,55-74 years,315,7432126,5864,4.24
8359,N. america,Mexico,1997,75+ years,113,1708998,5864,6.61
8360,N. america,Mexico,1998,15-24 years,1087,20785182,6064,5.23
8361,N. america,Mexico,1998,25-34 years,887,16101964,6064,5.51
8362,N. america,Mexico,1998,35-54 years,771,17939196,6064,4.3
8363,N. america,Mexico,1998,5-14 years,123,22582506,6064,0.54
8364,N. america,Mexico,1998,55-74 years,317,7634420,6064,4.15
8365,N. america,Mexico,1998,75+ years,127,1782410,6064,7.13
8366,N. america,Mexico,1999,15-24 years,1151,20703112,6800,5.56
8367,N. america,Mexico,1999,25-34 years,826,16672865,6800,4.95
8368,N. america,Mexico,1999,35-54 years,782,18497687,6800,4.23
8369,N. america,Mexico,1999,5-14 years,99,22704802,6800,0.44
8370,N. america,Mexico,1999,55-74 years,351,7837483,6800,4.48
8371,N. america,Mexico,1999,75+ years,118,1856028,6800,6.36
8372,N. america,Mexico,2000,15-24 years,1101,20655133,7892,5.33
8373,N. america,Mexico,2000,25-34 years,898,17175876,7892,5.23
8374,N. america,Mexico,2000,35-54 years,866,19075673,7892,4.54
8375,N. america,Mexico,2000,5-14 years,118,22819697,7892,0.52
8376,N. america,Mexico,2000,55-74 years,356,8039128,7892,4.43
8377,N. america,Mexico,2000,75+ years,117,1929286,7892,6.06
8378,N. america,Mexico,2001,15-24 years,1171,20591495,8311,5.69
8379,N. america,Mexico,2001,25-34 years,973,17649975,8311,5.51
8380,N. america,Mexico,2001,35-54 years,913,19684127,8311,4.64
8381,N. america,Mexico,2001,5-14 years,140,22897263,8311,0.61
8382,N. america,Mexico,2001,55-74 years,389,8214941,8311,4.74
8383,N. america,Mexico,2001,75+ years,174,2014913,8311,8.64
8384,N. america,Mexico,2002,15-24 years,1179,20557528,8357,5.74
8385,N. america,Mexico,2002,25-34 years,971,18059295,8357,5.38
8386,N. america,Mexico,2002,35-54 years,982,20310275,8357,4.83
8387,N. america,Mexico,2002,5-14 years,166,22976483,8357,0.72
8388,N. america,Mexico,2002,55-74 years,394,8393618,8357,4.69
8389,N. america,Mexico,2002,75+ years,134,2097117,8357,6.39
8390,N. america,Mexico,2003,15-24 years,1233,20564650,7779,6.0
8391,N. america,Mexico,2003,25-34 years,1036,18394887,7779,5.63
8392,N. america,Mexico,2003,35-54 years,1056,20967213,7779,5.04
8393,N. america,Mexico,2003,5-14 years,143,23063838,7779,0.62
8394,N. america,Mexico,2003,55-74 years,440,8590344,7779,5.12
8395,N. america,Mexico,2003,75+ years,162,2177927,7779,7.44
8396,N. america,Mexico,2004,15-24 years,1180,20617002,8217,5.72
8397,N. america,Mexico,2004,25-34 years,1043,18648580,8217,5.59
8398,N. america,Mexico,2004,35-54 years,1074,21673174,8217,4.96
8399,N. america,Mexico,2004,5-14 years,148,23167626,8217,0.64
8400,N. america,Mexico,2004,55-74 years,457,8827579,8217,5.18
8401,N. america,Mexico,2004,75+ years,154,2259107,8217,6.82
8402,N. america,Mexico,2005,15-24 years,1215,20718186,9071,5.86
8403,N. america,Mexico,2005,25-34 years,1115,18821225,9071,5.92
8404,N. america,Mexico,2005,35-54 years,1195,22438820,9071,5.33
8405,N. america,Mexico,2005,5-14 years,155,23289789,9071,0.67
8406,N. america,Mexico,2005,55-74 years,429,9120229,9071,4.7
8407,N. america,Mexico,2005,75+ years,165,2341759,9071,7.05
8408,N. america,Mexico,2006,15-24 years,1213,20933590,9906,5.79
8409,N. america,Mexico,2006,25-34 years,1065,19005923,9906,5.6
8410,N. america,Mexico,2006,35-54 years,1156,23272719,9906,4.97
8411,N. america,Mexico,2006,5-14 years,175,23383900,9906,0.75
8412,N. america,Mexico,2006,55-74 years,471,9421815,9906,5.0
8413,N. america,Mexico,2006,75+ years,150,2450892,9906,6.12
8414,N. america,Mexico,2007,15-24 years,1182,21188763,10496,5.58
8415,N. america,Mexico,2007,25-34 years,1116,19121237,10496,5.84
8416,N. america,Mexico,2007,35-54 years,1232,24178666,10496,5.1
8417,N. america,Mexico,2007,5-14 years,136,23464977,10496,0.58
8418,N. america,Mexico,2007,55-74 years,469,9780935,10496,4.8
8419,N. america,Mexico,2007,75+ years,150,2559719,10496,5.86
8420,N. america,Mexico,2008,15-24 years,1322,21469195,10864,6.16
8421,N. america,Mexico,2008,25-34 years,1135,19195538,10864,5.91
8422,N. america,Mexico,2008,35-54 years,1326,25129931,10864,5.28
8423,N. america,Mexico,2008,5-14 years,184,23521161,10864,0.78
8424,N. america,Mexico,2008,55-74 years,517,10188548,10864,5.07
8425,N. america,Mexico,2008,75+ years,158,2666214,10864,5.93
8426,N. america,Mexico,2009,15-24 years,1391,21752512,8651,6.39
8427,N. america,Mexico,2009,25-34 years,1197,19272893,8651,6.21
8428,N. america,Mexico,2009,35-54 years,1505,26083193,8651,5.77
8429,N. america,Mexico,2009,5-14 years,190,23539820,8651,0.81
8430,N. america,Mexico,2009,55-74 years,571,10628565,8651,5.37
8431,N. america,Mexico,2009,75+ years,169,2767359,8651,6.11
8432,N. america,Mexico,2010,15-24 years,1424,22020684,9991,6.47
8433,N. america,Mexico,2010,25-34 years,1113,19380553,9991,5.74
8434,N. america,Mexico,2010,35-54 years,1422,27005558,9991,5.27
8435,N. america,Mexico,2010,5-14 years,182,23517782,9991,0.77
8436,N. america,Mexico,2010,55-74 years,545,11088751,9991,4.91
8437,N. america,Mexico,2010,75+ years,172,2862533,9991,6.01
8438,N. america,Mexico,2011,15-24 years,1747,22273961,10965,7.84
8439,N. america,Mexico,2011,25-34 years,1249,19523798,10965,6.4
8440,N. america,Mexico,2011,35-54 years,1548,27890161,10965,5.55
8441,N. america,Mexico,2011,5-14 years,247,23472662,10965,1.05
8442,N. america,Mexico,2011,55-74 years,605,11530394,10965,5.25
8443,N. america,Mexico,2011,75+ years,162,2964124,10965,5.47
8444,N. america,Mexico,2012,15-24 years,1658,22503633,10982,7.37
8445,N. america,Mexico,2012,25-34 years,1227,19692748,10982,6.23
8446,N. america,Mexico,2012,35-54 years,1522,28735938,10982,5.3
8447,N. america,Mexico,2012,5-14 years,202,23387746,10982,0.86
8448,N. america,Mexico,2012,55-74 years,594,11992796,10982,4.95
8449,N. america,Mexico,2012,75+ years,178,3055904,10982,5.82
8450,N. america,Mexico,2013,15-24 years,1612,22707302,11478,7.1
8451,N. america,Mexico,2013,25-34 years,1363,19886190,11478,6.85
8452,N. america,Mexico,2013,35-54 years,1732,29548059,11478,5.86
8453,N. america,Mexico,2013,5-14 years,168,23276773,11478,0.72
8454,N. america,Mexico,2013,55-74 years,659,12473791,11478,5.28
8455,N. america,Mexico,2013,75+ years,177,3144593,11478,5.63
8456,N. america,Mexico,2014,15-24 years,1750,22883709,11663,7.65
8457,N. america,Mexico,2014,25-34 years,1411,20097624,11663,7.02
8458,N. america,Mexico,2014,35-54 years,1891,30340571,11663,6.23
8459,N. america,Mexico,2014,5-14 years,238,23160053,11663,1.03
8460,N. america,Mexico,2014,55-74 years,703,12972105,11663,5.42
8461,N. america,Mexico,2014,75+ years,185,3238527,11663,5.71
8462,N. america,Mexico,2015,15-24 years,1831,23031291,10228,7.95
8463,N. america,Mexico,2015,25-34 years,1462,20322170,10228,7.19
8464,N. america,Mexico,2015,35-54 years,1863,31121505,10228,5.99
8465,N. america,Mexico,2015,5-14 years,232,23052190,10228,1.01
8466,N. america,Mexico,2015,55-74 years,672,13487857,10228,4.98
8467,N. america,Mexico,2015,75+ years,174,3342871,10228,5.21
8468,Asia,Mongolia,2016,15-24 years,103,499656,4145,20.61
8469,Asia,Mongolia,2016,25-34 years,142,582897,4145,24.36
8470,Asia,Mongolia,2016,35-54 years,142,781659,4145,18.17
8471,Asia,Mongolia,2016,55-74 years,30,261723,4145,11.46
8472,Asia,Mongolia,2016,75+ years,6,41654,4145,14.4
8473,Europe,Montenegro,2000,15-24 years,0,99281,1701,0.0
8474,Europe,Montenegro,2000,25-34 years,0,86724,1701,0.0
8475,Europe,Montenegro,2000,35-54 years,0,172150,1701,0.0
